,filename,para_text,k_means_labels,topics
26,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,"The Vendor represents and assures the Purchaser that he has not entered into any agreement for sale or for encumbering the Schedule Property, in any manner whatsoever and in this regard assures the Purchaser that the Schedule Property is absolutely free from encumbrances of whatsoever nature.",6,
27,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,"The Purchaser, upon execution of this Sale Deed is entitled to quietly, peacefully, hold, possess, enjoy and exploit the Schedule Property, in any manner the Purchaser deems fit and proper, without any let, hindrance or interference either from the Vendor or anyone claiming under the Vendor.",6,
28,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,The expenses of stamp duty and registration of this Sale Deed is borne by the Purchaser herein exclusively.,2,
29,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,SCHEDULE OF THE PROPERTY,5,
30,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,"All the piece and parcel of residential Site no. 12 formed in carved out of residentially converted land bearing Survey no.65/1 measuring 2 Acres 20 Guntas and Survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk and bounded on :",4,
31,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,East by : Site no 11,3,SCHEDULE EAST
32,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,West by : Site no 13,3,SCHEDULE WEST
33,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,North by : Road,3,SCHEDULE NORTH
34,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,South by : Private Land,3,SCHEDULE SOUTH
35,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,"Measurement: East to West : 9.00 Meters, North to South : 16.76 Meters totally measuring 150.84 Square Meters of Vacant Site.",4,
36,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,This Deed of Sale is prepared on information and documents provided by the parties and both the parties have read and understood the contents of the sale deed.,2,
37,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,"In witness whereof, the Vendor has executed this deed of absolute sale in favour of the purchaser on the day, month and the year first herein before written.",6,
38,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,Witnesses:-,5,
39,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,1,5,
40,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,(SHIVSHANKAR GANGADHAR DUDHALE ALIAS SHIVSHANKAR DUDHALE),0,NAME
41,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,VENDOR,6,
42,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,2.  (TRUPTHI R NAIK),0,NAME
43,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No- 12.docx,PURCHASER,6,
0,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,ABSOLUTE SALE DEED  SITE NO: 36,4,
1,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"This Deed of Sale of the Scheduled property is made on this 29th day of September, Two Thousand and Twenty One (29/09/2021) by ---",2,DATE
2,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"Sri. SHIVSHANKAR GANGADHAR DUDHALE ALIAS SHIVSHANKAR DUDHALE, S/o.Sri.Gangadhar Dudhale, (PAN No.AISPD6976G, AADHAAR No. 3494 9796 2818) aged about 54 years, residing at No. 44/A/404, “Ameesh CHS”, Near Tilak Nagar Police Station, Chemburu, Tilak Nagar, Mumbai-400089 Hereinafter called as the VENDOR.",0,SELLER DETAILS
3,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,AND,5,
4,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"SRI.VINUTH.S, S/o.Shivanna,(PAN No.AHMPV2101N, AADHAAR No.2857 2297 1923) aged about 34 years, residing at No. #15 ,Hasuvina kavalu, Haranahalli Hobli, Periyapatna Taluk, Mysore 571102. Hereinafter called the PURCHASER.",0,PURCHASER DETAILS
5,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"WHEREAS, M/s.Janani Developers and Builders represented by its Partners Sri.B.K.Bharath Kumar Jain, Sri.Dilip Jain, Sri. Deepak Kumar.B, Sri.Jeethendra Kumar Ranka, Sri.M. Gouthamchand and Sri.Shivshankar Gangadhar Dudhale, alias Shivshankar Dudhale, the VENDOR herein acquired alienated land bearing survey no.65/1 measuring 2 Acres 20 Guntas and survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk which is more fully described in the schedule part from ENSO Realtors Private Limited represented by its Director Sri.Surendra Das under registered sale deed dated 13-02-2017 and the said sale deed has been registered in Office of the Sub-registrar Mysuru West, Mysuru as document No. MYW-1-09143-2016-17 of Book I stored at CD No. MYWD 79 dated 13-02-2017.",4,
6,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"WHEREAS, the Vendor along with M/s. Janani Developers and Builders represented by its Partners Sri.B.K.Bharath Kumar Jain, Sri.Dilip Jain, Sri. Deepak Kumar.B, Sri.Jeethendra Kumar Ranka, Sri.M. Gouthamch and have obtained sanction for approval of layout plan in the meeting held by MUDA on 20.11.2018 under resolution No. MY.NA.PRA.SABHE: 02/2018-19 at subject No. 95 dated 24-11-2018. That being the owner in",0,DETAILS OF LAYOUT APPROVAL
7,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"possession of the aforesaid land a Registered Partition Deed dated 29-08-2019 by and between M/s.Janani Developers and Builders represented by its Partners Sri.B.K.Bharath Kumar Jain, Sri.Dilip Jain, Sri.Deepak Kumar.B, Sri.Jeethendra Kumar Ranka, Sri.M. Gouthamchand and Sri Shivshankar Gangadhar Dudhale alias Shivshankar Dudhale and the same have been duly registered as document No. MYW-1-05548-2019-20 of Book-1 stored at C.D.No. MYWD 284 registered in the office of the Sub Registrar, Mysuru West, Mysuru. That in the said Partition Deed the alienated land bearing survey no.65/1 measuring 2 Acres 20 Guntas and survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk has been allotted to the share of Sri Shivshankar Gangadhar Dudhale Alias Shivshankar Dudhale and the said VENDOR Sri Shivshankar Gangadhar Dudhale alias Shivshankar Dhudale become the absolute owner of the schedule property.",4,
8,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"WHEREAS, Sri.Shivshankar Gangadhar Dudhale alias Shivshankar Dudhale relinquished his right over the space left for road, park and other common amenities in favor of Governor, Government of Karnataka represented by Commissioner, MUDA, Mysuru by executing relinquishment deed, which is registered before Additional District Registrar, MUDA, Mysuru and registered as document no. MDA-1-00870-2019-20 of Book I stored at C.D.no.MDAD-226 dated 03-10-2019. Sri.Shivshankar Gangadhar Dudhale alias Shivshankar Dhudale obtained approved layout plan by the Town Planning Authority of MUDA, Mysuru vide order no. MY.NA.PRA/NA.YO/V.NA/30/2021-22 dated 09-09-2021 for formation of the residential sites on the above land and the MUDA Authorities have also released sites vide its letters bearing No. MY.NA.PRA/NA.YO/V.NA/30/2021-22 dated 09-09-2021 and issued Correct Dimension Report on 09-09-2021. The schedule property is one such site released by MUDA authorities. And the khata of the schedule property bearing Site No. 36 registered in favour of the vendor Sri. Shivashankar Gangadhar Dudhale by Mysore Urban Development Authority on 13-09-2021 vide No. ªÉÄÊ.£À.¥Áæ/SÁvÁ-42100/21-22 and paid tax to theconcerned authorities and the vendor paid upto date site tax to the concerned authorities.",0,"RELENQUISHMENT, PLAN APPROVAL AND RELEASE OF SITES"
10,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,Whereas both parties have broadly negotiated the terms and conditions of this sale transaction and both parties desire to reduce their terms of understanding in this regard into writing and hence this deed to sell.,2,AGREEMENT
11,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,NOW THEREFORE THIS MEMORANDUM OF UNDERSTANDING WITNESSETH AS UNDER:,0,MEMORANDUM
12,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"1. The Vendor has offered to sell the Schedule Property to the Purchaser and the purchaser has accepted the said offer and has agreed and come forward to purchase the Schedule Property, free from encumbrances of whatsoever nature subject to terms and conditions hereinafter appearing.",6,
15,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -MEGHANA.docx,"c. The Purchaser has paid the remaining Sale Consideration of Rs. 15,23,750 (Rupees Fifteen Lakh Twenty Three Thousand Seven Hundred And Fifty Rupees only) by way of RTGS UTR No. KARBH21285046616 dated 12-10-2021, the Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
16,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-5.docx,"d. The Purchaser has paid the remaining Sale Consideration of Rs. 20,50,000/- (Rupees Twenty Lakh Fifty Thousand only) by way of Cheque/D.D bearing No-256601 dated 18-10-2021, ICICI Bank, K.D Road Branch, Mysuru the Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
16,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-08.docx,"c. The purchaser has availed a loan facility of Rs.22,50,000/- (Rupees Twenty Two Lakh Fifty Thousand Only) by way of Cheque/DD bearing No. 750312 dated 14-12-2021, State Bank of India, RACPC Branch, Mysore. Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
15,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-14.docx,"c. The Purchaser has paid the remaining Sale Consideration of Rs. 4,35,100/- (Rupees Four Lakh Thirty Five Thousand One Hundred only) by way of DD bearing No. 600468 dated 05-10-2021, Indian Bank, Kanakadasa Nagar, Dattagalli 3rd Stage Branch,, Mysore the Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
17,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"4. The Vendor has today delivered vacant peaceful possession of the +Schedule Property, free from any kind of encumbrances to the Purchaser herein.",6,
18,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"5. The Vendor represents and assures the Purchaser that he has a clear, valid, subsisting, marketable, enforceable title in relation to the schedule property and that there is no legal impediment of whatsoever nature, for absolute sale of the Schedule Property in favour of the Purchaser herein. The Vendor has absolute right and power of alienation and disposal over the Schedule Property.",6,
19,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor represents and assures the Purchaser that the schedule property, is the absolute, exclusive property of the Vendor herein, acquired in the manner detailed above and that no other person/s, family, heir/s, has/have any manner of claim, right, title or interest over the same.",2,CLEAR TITLE
20,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor represents and assures the Purchaser that the Schedule Property is absolutely free from encumbrances of whatsoever nature, such as Court attachment, minor’s claim, maintenance claim, charge, lien, impendence , acquisition/ requisition proceedings, quasi judicial, revenue recovery proceedings/attachments, statutory debts, etc.",2,CLEAR TITLE
21,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor represents and assures the Purchaser that in regard to the Schedule Property, up to date property taxes have been paid to",6,
22,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,MUDA and the Vendor undertakes to indemnify the Purchaser against any such payment or expense.,6,
23,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor represents and assures the Purchaser that in regard to the Schedule Property, Khata has been transferred and registered in the name of the Vendor herein and that subsequent to the execution of this Sale Deed, the vendor has no objection for the Purchaser to get the Khata transferred to his name in the revenue records.",6,
24,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,The Vendor represents and assures the Purchaser that he has not entered into any kind of agreement to convey the scheduled property in favour of any other person other than the purchaser herein.,6,
25,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor has no objection for the said transfer of Khata, apart from transfer of Electricity and water Meters, if any in the name of the Purchaser herein.",6,
26,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,The Vendor has today delivered the xerox copies of the mother deeds pertaining to the larger composite property and original documents of title and other related revenue records pertaining to the schedule property to the Purchaser and the Purchaser acknowledges receipt of the same.,2,CLEAR TITLE
27,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor undertakes to indemnify the Purchaser against any loss, expense, damage, the Purchaser may incur/suffer either on account of defect in title or arising from the claim of the third parties, if any.",6,
28,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Vendor represents and assures the Purchaser that he has not entered into any agreement for sale or for encumbering the Schedule Property, in any manner whatsoever and in this regard assures the Purchaser that the Schedule Property is absolutely free from encumbrances of whatsoever nature.",6,
29,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"The Purchaser, upon execution of this Sale Deed is entitled to quietly, peacefully, hold, possess, enjoy, exploit the Schedule Property, in any manner the Purchaser deems fit and proper, without any let, hindrance or interference either from the Vendor or anyone claiming under the Vendor.",6,
30,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,The expenses of stamp duty and registration of this Sale Deed is borne by the Purchaser herein exclusively.,2,
31,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,SCHEDULE OF THE PROPERTY,5,
32,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"All the piece and parcel of residential Site no. 36 formed in carved out of residentially converted land bearing Survey no.65/1 measuring 2 Acres 20 Guntas and Survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk and bounded on :",4,
33,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,East by : Site no: 35,3,SCHEDULE EAST
34,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,Westby : Site no: 37,3,SCHEDULE WEST
35,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,North by : Road,3,SCHEDULE NORTH
36,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,South by : Private Land,3,SCHEDULE SOUTH
37,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"Measurement: East to West : 9.00 Meters, North to South : 16.76 Meters totally measuring 150.84 Square Meters of Vacant Site.",4,
38,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,This Deed of Sale is prepared on information and documents provided by the parties and both the parties have read and understood the contents of the sale deed.,2,
39,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,"In witness whereof, the Vendor has executed this deed of absolute sale in favour of the purchaser on the day, month and the year first herein before written.",6,
40,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,Witnesses:-,5,
41,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,1,5,
42,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,(SHIVSHANKAR GANGADHAR DUDHALE ALIAS SHIVSHANKAR DUDHALE),0,NAME
43,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,VENDOR,6,
44,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,2,5,
45,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,( VINUTH.S),5,
46,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL SITE NO- 36.docx,PURCHASER,6,
0,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,ABSOLUTE SALE DEED  SITE NO: 54,4,
1,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"This Deed of Sale of the Scheduled property is made on this 24th day of September, Two Thousand and Twenty One (24/09/2021) by ---",2,DATE
2,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"Sri. SHIVSHANKAR GANGADHAR DUDHALE ALIAS SHIVSHANKAR DUDHALE, S/o.Sri.Gangadhar Dudhale, (PAN No.AISPD6976G, AADHAAR No. 3494 9796 2818) aged about 54 years, residing at No. 44/A/404, “Ameesh CHS”, Near Tilak Nagar Police Station, Chemburu, Tilak Nagar, Mumbai-400089 Hereinafter called as the VENDOR.",0,SELLER DETAILS
3,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,AND,5,
4,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"Smt. KUSUMA.D W/o. Manjunatha Hegde M.K, (PAN No.GIDPK3196Q, AADHAAR No.3552 1903 7500) aged about 35 years, residing at No. 705, B Layout, S S Nagar, Bannimantap, Mysore 570015. Hereinafter called the PURCHASER.",0,PURCHASER DETAILS
5,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"WHEREAS, M/s.Janani Developers and Builders represented by its Partners Sri.B.K.Bharath Kumar Jain, Sri.Dilip Jain, Sri. Deepak Kumar.B, Sri.Jeethendra Kumar Ranka, Sri.M. Gouthamchand and Sri.Shivshankar Gangadhar Dudhale, alias Shivshankar Dudhale, the VENDOR herein acquired alienated land bearing survey no.65/1 measuring 2 Acres 20 Guntas and survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk which is more fully described in the schedule part from ENSO Realtors Private Limited represented by its Director Sri.Surendra Das under registered sale deed dated 13-02-2017 and the said sale deed has been registered in Office of the Sub-registrar Mysuru West, Mysuru as document No. MYW-1-09143-2016-17 of Book I stored at CD No. MYWD 79 dated 13-02-2017.",4,
6,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"WHEREAS, the Vendor along with M/s. Janani Developers and Builders represented by its Partners Sri.B.K.Bharath Kumar Jain, Sri.Dilip Jain, Sri. Deepak Kumar.B, Sri.Jeethendra Kumar Ranka, Sri.M. Gouthamch and have obtained sanction for approval of layout plan in the meeting held by MUDA on 20.11.2018 under resolution No. MY.NA.PRA.SABHE: 02/2018-19 at subject No. 95 dated 24-11-2018. That being the owner in possession of the aforesaid land a Registered Partition Deed dated 29-08-2019 by and between M/s.Janani Developers and Builders represented by its Partners Sri.B.K.Bharath Kumar Jain, Sri.Dilip Jain, Sri.Deepak Kumar.B, Sri.Jeethendra Kumar Ranka, Sri.M. Gouthamchand and Sri Shivshankar Gangadhar Dudhale alias Shivshankar Dudhale and the same have been duly registered as document No. MYW-1-05548-2019-20 of Book-1 stored at C.D.No. MYWD 284 registered in the office of the Sub Registrar, Mysuru West, Mysuru. That in the said Partition Deed the alienated land bearing survey no.65/1 measuring 2 Acres 20 Guntas and survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk has been allotted to the share of Sri Shivshankar Gangadhar Dudhale Alias Shivshankar Dudhale and the said VENDOR Sri Shivshankar Gangadhar Dudhale alias Shivshankar Dhudale become the absolute owner of the schedule property.",4,
7,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"WHEREAS, Sri.Shivshankar Gangadhar Dudhale alias Shivshankar Dudhale relinquished his right over the space left for road, park and other common amenities in favor of Governor, Government of Karnataka represented by Commissioner, MUDA, Mysuru by executing relinquishment deed, which is registered before Additional District Registrar, MUDA, Mysuru and registered as document no. MDA-1-00870-2019-20 of Book I stored at C.D.no.MDAD-226 dated 03-10-2019. Sri.Shivshankar Gangadhar Dudhale alias Shivshankar Dhudale obtained approved layout plan by the Town Planning Authority of MUDA, Mysuru vide order no. MY.NA.PRA/NA.YO/V.NA/30/2021-22 dated 09-09-2021 for formation of the residential sites on the above land and the MUDA Authorities have also released sites vide its letters bearing No. MY.NA.PRA/NA.YO/V.NA/30/2021-22 dated 09-09-2021 and issued Correct Dimension Report on 09-09-2021. The schedule property is one such site released by MUDA authorities. And the khata of the schedule property bearing Site No. 54 registered in favour of the vendor Sri. Shivashankar Gangadhar Dudhale by Mysore Urban Development Authority on 13-09-2021 vide No. ªÉÄÊ.£À.¥Áæ/SÁvÁ-42117/21-22 and paid tax to the concerned authorities and the vendor paid upto date site tax to the concerned authorities.",0,"RELENQUISHMENT, PLAN APPROVAL AND RELEASE OF SITES"
8,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,Whereas both parties have broadly negotiated the terms and conditions of this sale transaction and both parties desire to reduce their terms of understanding in this regard into writing and hence this deed to sell.,2,AGREEMENT
9,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,NOW THEREFORE THIS MEMORANDUM OF UNDERSTANDING WITNESSETH AS UNDER:,0,MEMORANDUM
10,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"1. The Vendor has offered to sell the Schedule Property to the Purchaser and the purchaser has accepted the said offer and has agreed and come forward to purchase the Schedule Property, free from encumbrances of whatsoever nature subject to terms and conditions hereinafter appearing.",6,
16,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-15.docx,"d. The Purchaser has availed a loan facility from ICICI Bank of Rs. 19,00,000/- (Rupees Nineteen Lakh only) by way of Cheque/D.D bearing No- 256628 dated 21-10-2021, ICICI Bank, K.D Road Branch, Mysuru the Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
18,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-19.docx,"F. The Purchaser has availed a loan facility from ICICI Bank of Rs. 21,24,000/- (Rupees TwentyOne Lakh Twenty Four Thousand only) by way of Cheque/D.D bearing No- 256682 dated 27-10-2021,drawn on ICICI Bank, K.D Road Branch, Mysuru the Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
15,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-24.docx,"C. Rs. 43,050/-(Rupees Forty Three Thousand and Fifty only) by way of Cash the Vendor acknowledges receipt of the advance of sale consideration as mentioned above.",1,MODE OF PAYMENT
16,/home/avinash/Downloads/Final copy/Final copy/golden springs FINAL -Site No-24.docx,"D. The Purchaser has availed a loan facility from ICICI Bank of Rs.20,67,000/-(Rupees Twenty Lakh Sixty Seven Thousand only) by way of Cheque/D.D bearing No- 256688 dated 27-10-2021, ICICI Bank, K.D Road Branch, Mysuru the Vendor acknowledges receipt of the entire sale consideration as mentioned above.",1,MODE OF PAYMENT
15,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"4. The Vendor has today delivered vacant peaceful possession of the Schedule Property, free from any kind of encumbrances to the Purchaser herein.",6,
16,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"5. The Vendor represents and assures the Purchaser that he has a clear, valid, subsisting, marketable, enforceable title in relation to the schedule property and that there is no legal impediment of whatsoever nature, for absolute sale of the Schedule Property in favour of the Purchaser herein. The Vendor has absolute right and power of alienation and disposal over the Schedule Property.",6,
17,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor represents and assures the Purchaser that the schedule property, is the absolute, exclusive property of the Vendor herein, acquired in the manner detailed above and that no other person/s, family, heir/s, has/have any manner of claim, right, title or interest over the same.",2,CLEAR TITLE
18,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor represents and assures the Purchaser that the Schedule Property is absolutely free from encumbrances of whatsoever nature, such as Court attachment, minor’s claim, maintenance claim, charge, lien, impendence , acquisition/ requisition proceedings, quasi judicial, revenue recovery proceedings/attachments, statutory debts, etc.",2,CLEAR TITLE
19,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor represents and assures the Purchaser that in regard to the Schedule Property, up to date property taxes have been paid to MUDA and the Vendor undertakes to indemnify the Purchaser against any such payment or expense.",6,
20,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor represents and assures the Purchaser that in regard to the Schedule Property, Khata has been transferred and registered in the name of the Vendor herein and that subsequent to the execution of this Sale Deed, the vendor has no objection for the Purchaser to get the Khata transferred to his name in the revenue records.",6,
21,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,The Vendor represents and assures the Purchaser that he has not entered into any kind of agreement to convey the scheduled property in favour of any other person other than the vendor herein.,6,
22,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor has no objection for the said transfer of Khata, apart from transfer of Electricity and water Meters, if any in the name of the Purchaser herein.",6,
23,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,The Vendor has today delivered the xerox copies of the mother deeds pertaining to the larger composite property and original documents of title and other related revenue records pertaining to the schedule property to the Purchaser and the Purchaser acknowledges receipt of the same.,2,CLEAR TITLE
24,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor undertakes to indemnify the Purchaser against any loss, expense, damage, the Purchaser may incur/suffer either on account of defect in title or arising from the claim of the third parties, if any.",6,
25,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Vendor represents and assures the Purchaser that he has not entered into any agreement for sale or for encumbering the Schedule Property, in any manner whatsoever and in this regard assures the Purchaser that the Schedule Property is absolutely free from encumbrances of whatsoever nature.",6,
26,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"The Purchaser, upon execution of this Sale Deed is entitled to quietly, peacefully, hold, possess, enjoy, exploit the Schedule Property, in any manner the Purchaser deems fit and proper, without any let, hindrance or interference either from the Vendor or anyone claiming under the Vendor.",6,
27,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,The expenses of stamp duty and registration of this Sale Deed is borne by the Purchaser herein exclusively.,2,
28,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,SCHEDULE OF THE PROPERTY,5,
29,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"All the piece and parcel of residential Site no. 54 formed in carved out of residentially converted land bearing Survey no.65/1 measuring 2 Acres 20 Guntas and Survey no.65/2 measuring 1 Acre 22 Guntas totally measuring 4 Acres 2 Guntas, situated at Kergalli Village, Jayapura Hobli, Mysuru Taluk and bounded on :",4,
30,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,East by : Site no: 55,3,SCHEDULE EAST
31,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,Westby : Site no: 53,3,SCHEDULE WEST
32,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,North by : Private Land,3,SCHEDULE NORTH
33,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,South by : Road,3,SCHEDULE SOUTH
34,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,"Measurement: East to West : 9.00 Meters, North to South : 15.00 Meters totally measuring 135.00 Square Meters of Vacant Site.",4,
35,/home/avinash/Downloads/Final copy/Final copy/golden springs site no- 54.docx,This Deed of Sale is prepared on information and documents provided by the parties and both the parties have read and understood the contents of the sale deed.,2,
